JVET number,MPEG number,Created,First upload,Last upload,Title,Source,Download Link,Type
JVET-N0480,m47142,2019-03-13 07:23:26,2019-03-13 10:32:30,2019-03-19 11:27:13,CE13-1.2: Adaptive convolutional neural network loop filter,"H. Yin, R. Yang, X. Fang, S. Ma (Intel)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0480-v6.zip,1
JVET-N0481,m47143,2019-03-13 07:23:56,2019-03-13 07:36:53,2019-03-22 08:07:01,Non-CE2: Gbi inheritance for constructed affine merge candidate,"J. Chen, R.-L. Liao, Y. Ye (Alibaba)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0481-v6.zip,1
JVET-N0482,m47144,2019-03-13 07:24:18,2019-03-13 10:35:03,2019-03-21 12:48:41,CE1-related: Additional test results for CE1-7 tests,"D. Rusanovskyy, K.  Reuze, M. Karczewicz",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0482-v3.zip,1
JVET-N0483,m47145,2019-03-13 07:26:20,2019-03-13 07:39:04,2019-03-21 11:50:21,Non-CE4: Simplification of triangle partition and SBT combination,"R.-L.  Liao, Y. Ye, J. Chen (Alibaba)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0483-v2.zip,1
JVET-N0484,m47146,2019-03-13 07:35:42,2019-03-13 07:53:31,2019-03-22 19:09:37,Non-CE9: Simplification of DMVR and BDOF combination,"R.-L. Liao, Y. Ye, J. Chen (Alibaba)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0484-v4.zip,1
JVET-N0485,m47147,2019-03-13 07:39:28,2019-03-13 10:33:33,2019-03-25 10:15:12,Non-CE6: Efficient separable Multi-Transform-Selection (MTS) without zero-out,"A. Said, H.E. Egilmez, Y.-H. Chao, V. Seregin, M. Karczewicz (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0485-v4.zip,1
JVET-N0486,m47148,2019-03-13 08:05:29,2019-03-13 08:59:51,2019-03-19 17:59:55,CE4-related: Simplification for shared merge list and HMVP harmonization process,"S.H. Wang (PKU), X. Zheng (DJI), S.S. Wang, S.W. Ma (PKU)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0486-v4.zip,1
JVET-N0487,m47149,2019-03-13 08:09:08,2019-03-13 11:27:27,2019-03-27 10:24:40,CE4-related: Further simplification of triangle prediction merging candidate list derivation,"X.W. Meng (PKU), X. Zheng (DJI), S.S. Wang, S.W. Ma (PKU)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0487-v2.zip,1
JVET-N0488,m47150,2019-03-13 08:09:35,2019-03-13 09:28:42,2019-03-22 18:21:58,CE5-related: Syntax redundancy removal in adaptive loop filter,"X.W. Meng (PKU), X. Zheng (DJI), C.M. Jia, S.S. Wang, S.W. Ma (PKU)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0488-v3.zip,1
JVET-N0489,m47151,2019-03-13 08:25:11,2019-03-13 10:27:00,2019-03-18 21:33:30,CE1: Bilateral filter tests,"J. Ström, P. Wennersten, J. Enhorn (Ericsson), K. Reuze, D. Rusanovskyy, M. Karczewicz (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0489-v2.zip,1
JVET-N0490,m47152,2019-03-13 08:32:21,2019-03-13 10:54:32,2019-03-20 12:42:28,CE6: Transform Simplification (CE6-2.3a-c),"C. Hollmann, D. Saffar, J. Ström, P. Wennersten (Ericsson)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0490-v2.zip,1
JVET-N0491,m47153,2019-03-13 08:33:51,2019-03-13 10:54:58,2019-03-22 14:51:32,CE6-related: Transform Candidate Ordering,"C. Hollmann, D. Saffar, J. Ström, P. Wennersten (Ericsson)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0491-v2.zip,1
JVET-N0492,m47154,2019-03-13 09:24:37,2019-03-13 09:38:46,2019-04-01 11:42:15,CBF flags signalling in VVC,"R. Chernyak, Y. Zhao, S. Ikonin, J. Chen (Huawei)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0492-v4.zip,0
JVET-N0493,m47155,2019-03-13 10:14:33,2019-03-13 10:43:01,2019-03-21 11:24:24,CE1-related: Multiplication-free bilateral loop filter,"J. Ström, P. Wennersten, J. Enhorn, R. Sjöberg (Ericsson)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0493-v4.zip,1
JVET-N0494,m47156,2019-03-13 10:17:17,2019-03-13 10:40:26,2019-03-26 13:33:38,AHG17: Dependent random access point pictures in VVC,"M. Pettersson, R. Sjöberg, M. Damghanian (Ericsson)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0494-v3.zip,2
JVET-N0495,m47157,2019-03-13 10:26:33,2019-03-13 10:51:22,2019-03-25 12:56:04,AHG14: Recovery point indication NAL unit,"R. Sjöberg, M. Pettersson, M. Damghanian (Ericsson)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0495-v2.zip,2
JVET-N0496,m47158,2019-03-13 10:43:36,2019-03-13 11:07:42,2019-03-26 14:43:28,AHG12: Rectangular tile group address signaling,"R. Sjöberg, M. Damghanian, M. Pettersson (Ericsson)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0496-v4.zip,2
JVET-N0497,m47159,2019-03-13 10:43:39,2019-03-13 11:18:13,2019-03-22 16:27:25,AHG12: Dependent tiles,"R. Sjöberg, M. Pettersson, M. Damghanian (Ericsson)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0497-v2.zip,2
JVET-N0498,m47160,2019-03-13 10:43:42,2019-03-13 11:07:11,2019-03-13 11:07:11,AHG12: On Uniform Tile Partitioning,"R. Sjöberg, M. Pettersson, M. Damghanian (Ericsson)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0498-v1.zip,2
JVET-N0499,m47162,2019-03-13 11:46:05,2019-03-13 11:56:06,2019-03-13 11:56:06,CE4-related: Simplification for merge list derivation in triangular prediction mode on top of test CE4-4.6.b,"T. Solovyev, S. Esenlik, S. Ikonin, J. Chen (Huawei)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0499-v1.zip,1
JVET-N0500,m47163,2019-03-13 11:48:28,2019-03-14 05:42:37,2019-03-21 14:12:58,Non-CE4: Restrictions on triangular merge list size,"T. Solovyev, S. Esenlik, S. Ikonin, J. Chen (Huawei)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0500-v2.zip,1
JVET-N0502,m47165,2019-03-13 15:34:20,2019-03-14 03:27:56,2019-03-14 03:27:56,"Five SCC TGM sequences of RGB, YUV4:4:4 and YUV4:2:0 formats","Tao Lin, Kailun Zhou, Shuhui Wang (Tongji), Liping Zhao (Shaoxing)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0502-v1.zip,0
JVET-N0503,m47167,2019-03-13 17:32:58,2019-03-13 17:37:09,2019-03-14 00:49:57,Proposed update to Guidelines for VVC reference software development,"F. Bossen, X. Li, K. Sühring",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0503-v2.zip,0
JVET-N0504,m47173,2019-03-14 06:02:41,2019-03-16 00:21:56,2019-03-20 20:34:29,CE2-related: Simplified prediction refinement for affine motion compensation,"H. Huang, W.-J. Chien, M. Karczewicz (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0504-v3.zip,1
JVET-N0505,m47174,2019-03-14 06:09:23,2019-03-14 06:26:38,2019-03-20 17:51:39,Non-CE9: Simplification of parametric motion vector refinement in DMVR,"E. Sasaki, T.  Zhou, T. Ikai (Sharp)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0505-v2.zip,1
JVET-N0506,m47175,2019-03-14 06:17:54,2019-03-14 06:25:36,2019-03-21 16:56:21,Disabling raster search in integer-pel ME for common test condition,"S. Park, J.-W. Kang (Ewha W. Univ.)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0506-v3.zip,0
JVET-N0507,m47180,2019-03-14 12:41:01,2019-03-15 05:51:44,2019-03-23 10:37:59,CE9-related: Early termination of BDOF with DMVR cost,"K. Kondo, M. Ikeda (Sony)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0507-v4.zip,1
JVET-N0508,m47188,2019-03-14 23:23:54,2019-03-19 10:09:34,2019-03-24 11:02:25,CE10-related: A combination of JVET-N0302 (CE10.1.1) and JVET-N0327,"L. Pham Van, G. Van der Auwera, A. K. Ramasubramonian, V. Seregin, M. Karczewicz (Qualcomm), X. Xiu, Y.-W. Chen, T.-C. Ma, X. Wang (Kwai Inc.)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0508-v2.zip,1
JVET-N0509,m47189,2019-03-14 23:39:54,2019-03-15 00:11:14,2019-03-22 11:30:13,CE6-Related: NSST with 8 Coefficients Computation,"K. Naser, G. Rath, P. de Lagrange (Technicolor)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0509-v3.zip,1
JVET-N0510,m47201,2019-03-15 05:32:16,2019-03-15 06:39:35,2019-03-19 11:15:16,CE2-related: Phase-variant affine subblock motion compensation,"T.-D. Chuang, C.-Y. Chen, C.-Y. Lai, Y.-W. Huang, S.-M. Lei (MediaTek)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0510-v2.zip,1
JVET-N0511,m47202,2019-03-15 05:33:53,2019-03-15 06:41:53,2019-03-15 06:41:53,AHG17: Signalling leading picture information in the NAL unit header structure,"L. Chen, C.-W. Hsu, Y.-W. Huang, S.-M. Lei (MediaTek)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0511-v1.zip,2
JVET-N0512,m47203,2019-03-15 07:33:40,2019-03-15 07:36:33,2019-03-26 19:00:09,AhG2 : Editorial Suggestion on the text specification for INTRA with interaction part between INTRA and IBC,"H.Jang, J.heo, J.Nam, S.Yoo, J.Choi, J.Lim, S.Kim (LGE)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0512-v4.zip,2
JVET-N0513,m47204,2019-03-15 08:14:22,2019-03-19 09:17:27,2019-03-19 09:17:27,CE13: Experimental results of CNN-based In-Loop Filter (USTC),"Yuanying Dai, Dong Liu, Ning Yan, Feng Wu",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0513-v1.zip,1
JVET-N0514,m47208,2019-03-15 09:26:18,2019-03-15 09:38:27,2019-03-15 09:38:27,Crosscheck of JVET-N0262 (CE9-related: Disabling DMVR for non equal weight BPWA),Y.-L. Hsiao (MediaTek),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0514-v1.zip,3
JVET-N0515,m47209,2019-03-15 09:27:15,2019-03-20 10:41:29,2019-03-20 10:41:29,Crosscheck of JVET-N0336 (CE2/4-related: On motion field storage reduction for spatial motion prediction),Y.-L. Hsiao (MediaTek),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0515-v1.zip,3
JVET-N0516,m47210,2019-03-15 09:53:59,2019-03-26 19:36:11,2019-03-26 19:36:11,Crosscheck of JVET-N0201 (Non-CE8: IBC modifications),S.-T. Hsiang (MediaTek),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0516-v1.zip,3
JVET-N0517,m47211,2019-03-15 09:55:18,2019-03-25 16:33:28,2019-03-25 16:33:28,Crosscheck of JVET-N0286 (CE4-related: Simplified coding of the BPWA index),S.-T. Hsiang (MediaTek),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0517-v1.zip,3
JVET-N0518,m47212,2019-03-15 10:10:21,2019-03-19 10:06:34,2019-03-19 10:06:34,Crosscheck of JVET-N0365 (CE6-related: MPM based non-separable secondary transform),P. Philippe (Orange bcom),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0518-v1.zip,3
JVET-N0519,m47213,2019-03-15 10:12:42,2019-03-19 09:08:50,2019-03-19 09:08:50,Crosscheck of JVET-N0424 (CE6-related: An Explicit MTS Design with Fast Encoder),P. Philippe (Orange bcom),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0519-v1.zip,3
JVET-N0520,m47216,2019-03-15 11:38:41,2019-03-21 06:52:15,2019-03-21 06:52:15,Crosscheck of JVET-N0382 (CE8-related: unified IBC block vector prediction),C.-C. Chen (MediaTek),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0520-v1.zip,3
JVET-N0521,m47217,2019-03-15 11:40:28,2019-03-18 21:04:12,2019-03-18 21:04:12,Crosscheck of JVET-N0074 (CE1-5.5),P. Bordes (Technicolor),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0521-v1.zip,3
JVET-N0522,m47218,2019-03-15 12:15:42,2019-03-19 09:40:49,2019-03-19 09:40:49,Crosscheck of JVET-N0146,P. Bordes (Technicolor),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0522-v1.zip,3
JVET-N0523,m47219,2019-03-15 12:21:03,2019-03-19 10:34:07,2019-03-19 10:34:07,Crosscheck of JVET-N0112,"P. Bordes, Y. Chen (Technicolor)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0523-v1.zip,3
JVET-N0524,m47221,2019-03-15 13:16:00,2019-03-16 00:26:57,2019-03-20 14:50:58,Non-CE3: Modified beta derivation in CCLM,"M. Ikeda, T. Suzuki(Sony)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0524-v3.zip,1
JVET-N0525,m47228,2019-03-15 16:49:49,2019-03-15 16:54:29,2019-03-15 16:54:29,CE4-related: CE4-4.5 pruning reduction in TPM using regular merge candidates,"A. Robert, T. Poirier, F. LeLeannec, F. Galpin (Technicolor)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0525-v1.zip,1
JVET-N0526,m47229,2019-03-15 16:52:55,2019-03-18 10:01:40,2019-03-18 10:01:40,Crosscheck of JVET-N0220 (Simplification of Reshaper Implementation),C. Chevance (Technicolor),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0526-v1.zip,3
JVET-N0527,m47230,2019-03-15 16:59:41,2019-03-19 18:07:18,2019-03-26 12:49:19,Crosscheck of JVET-N0255 (CE8-1.3a and CE8-1.3b),G. Venugopal (HHI),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0527-v2.zip,3
JVET-N0528,m47231,2019-03-15 17:14:07,2019-03-15 17:17:25,2019-03-15 17:17:25,AHG12/AHG19/SYS-VVC: Sub-picture decoding design: a comparison of proposed solutions,E. Thomas (TNO),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0528-v1.zip,2
JVET-N0529,m47238,2019-03-15 18:46:41,2019-03-15 19:30:41,2019-03-15 19:30:41,Cross-check of JVET- N0379 (CE2-4.10: Constraint on constructed affine MV range),J. Zhao (LGE),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0529-v1.zip,3
JVET-N0531,m47243,2019-03-15 19:13:23,2019-03-25 12:35:51,2019-03-25 12:35:51,Crosscheck of JVET-N0305 (CE3-related: Luma intra mode coding with restricted MPM derivation),S. De-Luxan-Hernandez (HHI),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0531-v1.zip,3
JVET-N0532,m47248,2019-03-15 21:34:02,2019-03-15 21:43:01,2019-03-23 18:37:31,AHG19: Resampling filters for adaptive resolution change (ARC) in VVC,"Pankaj Topiwala, Madhu Krishnan, Wei Dai (FastVDO)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0532-v5.zip,2
JVET-N0533,m47258,2019-03-15 23:50:24,2019-03-19 11:42:17,2019-03-19 11:42:25,Crosscheck of JVET-N0189 (Non-CE7: Unified last position coding for 32-point transforms),X. Zhao (Tencent),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0533-v2.zip,3
JVET-N0534,m47259,2019-03-15 23:51:28,2019-03-17 20:00:48,2019-03-18 21:16:39,Crosscheck of JVET-N0123 (AHG13/Non-CE6/CE8: Chroma Transform Skip),X. Zhao (Tencent),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0534-v2.zip,3
JVET-N0535,m47261,2019-03-15 23:52:25,2019-03-19 15:12:58,2019-03-19 15:12:58,Crosscheck of JVET-N0160 (Non-CE6: Simplification on transform selection for Intra Sub-Partitions),X. Zhao (Tencent),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0535-v1.zip,3
JVET-N0536,m47262,2019-03-15 23:53:19,2019-03-24 10:36:21,2019-03-24 10:36:21,Crosscheck of JVET-N0372 (Non-CE3: ISP with independent sub-partitions for certain block sizes),X. Zhao (Tencent),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0536-v1.zip,3
JVET-N0537,m47263,2019-03-16 00:24:09,2019-03-22 23:11:43,2019-03-22 23:11:43,Crosscheck of JVET-N0327 (CE10-related: Simplification on combined inter and intra prediction (CIIP)),L. Zhao (Tencent),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0537-v1.zip,3
JVET-N0538,m47264,2019-03-16 00:38:37,2019-03-23 16:00:33,2019-03-23 16:00:33,Crosscheck of JVET-N0306 (non-CE1: simplification of LIC parameters derivation),Y. He (InterDigital),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0538-v1.zip,3
JVET-N0539,m47265,2019-03-16 02:42:56,2019-03-20 11:15:18,2019-03-20 11:15:18,Crosscheck of JVET-N0086: CE4-related: Reduction of interactions between bi-prediction coding tools,X. Xu (Tencent),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0539-v1.zip,3
JVET-N0540,m47266,2019-03-16 02:43:04,2019-03-21 13:26:06,2019-03-21 13:26:06,Crosscheck of JVET-N0175: Non-CE8: IBC Reference Memory for Arbitrary CTU Size,X. Xu (Tencent),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0540-v1.zip,3
JVET-N0541,m47267,2019-03-16 02:43:13,2019-03-21 13:26:21,2019-03-21 13:26:21,Crosscheck of JVET-N0251: Non-CE8: Intra block copy clean-up,X. Xu (Tencent),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0541-v1.zip,3
JVET-N0542,m47268,2019-03-16 02:43:25,2019-03-21 13:26:35,2019-03-21 13:26:35,Crosscheck of JVET-N0267: Non-CE4: shared merge list without double HMVP tables,X. Xu (Tencent),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0542-v1.zip,3
JVET-N0543,m47269,2019-03-16 02:43:38,2019-03-24 23:54:51,2019-03-24 23:54:51,Crosscheck of JVET-N0329: CE8-related: Encoder improvements on IBC search,X. Xu (Tencent),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0543-v1.zip,3
JVET-N0544,m47271,2019-03-16 03:08:47,2019-03-17 16:13:04,2019-03-17 16:13:04,Crosscheck of JVET-N0328 (Non-CE9: Mutually exclusive DMVR/BDOF at CU level),C.-Y. Chen (MediaTek),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0544-v1.zip,3
JVET-N0545,m47272,2019-03-16 03:10:54,2019-03-22 11:29:20,2019-03-22 11:29:20,Crosscheck of JVET-N0416 (CE5-related: Unification of picture boundary and line buffer handling for ALF),C.-Y. Chen (MediaTek),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0545-v1.zip,3
JVET-N0546,m47275,2019-03-16 06:06:53,2019-03-18 21:30:53,2019-03-18 21:30:53,Crosscheck of JVET-N0268 (CE2-related: Remove above-left affine inherited motion vector predictor),H. Chen,https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0546-v1.zip,3
JVET-N0547,m47276,2019-03-16 06:08:52,2019-03-18 21:31:06,2019-03-18 21:31:06,Crosscheck of JVET-N0273 (CE2-related: Affine motion compensation using 2x2 subblock),H. Chen,https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0547-v1.zip,3
JVET-N0548,m47277,2019-03-16 07:16:24,2019-03-16 08:44:03,2019-03-16 08:44:03,CE9-related: Additional experimental results of JVET-N0187 (CE9-2.2),"K. Kondo, M. Ikeda (Sony)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0548-v1.zip,1
JVET-N0549,m47278,2019-03-16 07:18:44,2019-03-16 08:42:46,2019-03-16 08:42:46,Crosscheck of JVET-N0148 (CE9-related: Early termination for BDOF),"K. Kondo, M. Ikeda (Sony)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0549-v1.zip,3
JVET-N0550,m47279,2019-03-16 07:38:18,2019-03-16 20:42:22,2019-03-19 19:39:40,CE8-related: Line-based CG Palette Mode,"Y.-H. Chao, T. Hsieh, M.  Karczewicz (Qualcomm)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0550-v2.zip,1
JVET-N0551,m47280,2019-03-16 08:20:49,2019-03-17 08:47:51,2019-03-17 08:47:51,Crosscheck of JVET-N0158 (CE9-related: Alternative method of SAD based early termination for BDOF),T. Chujoh (Sharp),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0551-v1.zip,3
JVET-N0552,m47281,2019-03-16 08:21:17,2019-03-20 09:50:31,2019-03-20 09:50:31,Crosscheck of JVET-N0304 (CE1-related: combined bi-directional LIC and post-reconstruction filters mutually exclusive),T. Chujoh (Sharp),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0552-v1.zip,3
JVET-N0553,m47282,2019-03-16 08:21:30,2019-03-18 03:10:43,2019-03-18 03:10:43,Crosscheck of JVET-N0442 (Non-CE9 : Conditions fix for DMVR and BDOF),T. Chujoh (Sharp),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0553-v1.zip,3
JVET-N0554,m47283,2019-03-16 08:21:47,2019-03-17 08:50:45,2019-03-26 11:23:17,Crosscheck of JVET-N0507 (CE9-related: Early termination of BDOF with DMVR cost),T. Chujoh (Sharp),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0554-v2.zip,3
JVET-N0555,m47287,2019-03-16 11:59:42,2019-03-16 20:08:06,2019-03-24 09:42:36,CE6-related: Simplification of the Reduced Secondary Transform,"M. Siekmann, M. Winken, H. Schwarz, D. Marpe, T. Wiegand (HHI)",https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0555-v4.zip,1
JVET-N0556,m47291,2019-03-16 17:16:00,2019-03-18 22:44:55,2019-03-23 15:55:50,Crosscheck of JVET-N0144 (Non-CE1: Simplification of division calculation in local illumination compensation),K. Abe (Panasonic),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0556-v2.zip,3
JVET-N0557,m47298,2019-03-17 02:27:23,2019-03-20 09:30:23,2019-03-20 09:30:23,Crosscheck of JVET-N0200 (Non-CE4: Simplification of inter MVP list generation for 4x4 block),Y. Yasugi (Sharp),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0557-v1.zip,3
JVET-N0558,m47299,2019-03-17 02:27:57,2019-03-20 08:54:24,2019-03-22 08:56:54,Crosscheck of JVET-N0316 (CE8-related: Default Processing for IBC Mode),T. Zhou (Sharp),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0558-v2.zip,3
JVET-N0559,m47300,2019-03-17 02:28:28,2019-03-17 03:14:53,2019-03-17 03:14:53,Crosscheck of JVET-N0060 (AHG12: Improved parallel processing capability with WPP),T. Ikai (Sharp),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0559-v1.zip,3
JVET-N0560,m47301,2019-03-17 02:29:02,2019-03-19 12:00:00,2019-03-19 12:00:00,Crosscheck of JVET-N0277 (Non-CE4: Parallel-friendly pairwise average merge candidate derivation),T. Hashimoto (Sharp),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0560-v1.zip,3
JVET-N0562,m47303,2019-03-17 02:48:11,2019-03-20 10:40:46,2019-03-20 10:40:46,Crosscheck of JVET-N0433 (CE3-related: Unification of MPM derivation for luma intra modes),M. G. Sarwer (MediaTek),https://jvet-experts.org/doc_end_user/documents/14_Geneva/wg11/JVET-N0562-v1.zip,3
